Date,Time,Latitude,Longitude,Type,Depth,Magnitude
7/10/1986,1:29:36,1.792,126.387,Earthquake,33,5.9
7/21/1986,14:51:09,37.4931667,-118.4538333,Earthquake,8.482,5.7
8/6/1986,13:56:06,-55.288,-128.977,Earthquake,10,5.8
8/18/1986,14:16:14,1.739,126.575,Earthquake,33,5.8
9/9/1986,15:58:23,0.927,127.944,Earthquake,33,5.6
9/23/1986,13:30:15,-16.621,167.265,Earthquake,19,5.9
10/15/1986,23:04:15,-56.372,-25.64,Earthquake,33,5.5
10/21/1986,12:29:44,-27.644,-176.613,Earthquake,33,5.9
10/29/1986,20:11:40,5.722,125.331,Earthquake,71.6,5.6
11/15/1986,7:24:07,23.877,121.677,Earthquake,28,5.8
12/5/1986,1:45:36,-36.474,-97.628,Earthquake,10,5.8
12/25/1986,17:17:39,-44.46,-78.84,Earthquake,10,6.3
1/6/1987,5:07:48,23.976,121.729,Earthquake,38.1,5.7
1/27/1987,7:06:52,-32.154,-72.082,Earthquake,34.5,5.5
2/9/1987,2:15:25,-5.98,147.69,Earthquake,33,5.6
2/17/1987,6:16:12,-32.793,-179.304,Earthquake,10,6.8
3/4/1987,6:25:23,-6.528,147.921,Earthquake,16.1,5.5
3/10/1987,18:24:34,40.595,145.235,Earthquake,37.5,5.5
3/18/1987,0:22:49,2.114,126.571,Earthquake,29.7,6.1
4/3/1987,17:54:24,-4.731,144.216,Earthquake,91.2,6
4/25/1987,12:16:49,15.877,120.226,Earthquake,106,5.6
5/9/1987,8:05:38,19.202,145.521,Earthquake,149.3,5.6
5/19/1987,12:56:25,-30.284,-71.484,Earthquake,36.4,6.2
6/7/1987,5:49:44,20.429,121.366,Earthquake,14.8,6.3
6/18/1987,10:01:07,17.291,121.356,Earthquake,42.8,5.9
6/27/1987,22:05:20,-21.126,169.206,Earthquake,31.6,5.6
7/13/1987,19:14:58,-15.332,-70.061,Earthquake,241.4,6
7/31/1987,0:27:32,0.175,123.605,Earthquake,166.7,5.5
8/13/1987,15:23:07,-17.897,-70.931,Earthquake,36.5,6.6
9/7/1987,17:43:40,-31.218,-177.804,Earthquake,39.7,5.7
9/23/1987,15:14:56,-50.716,139.279,Earthquake,10,6.2
10/4/1987,8:15:19,10.823,-85.926,Earthquake,47.9,6.2
10/17/1987,6:37:30,-56.058,-27.209,Earthquake,94.9,5.5
11/5/1987,17:29:59,-21.812,-138.959,Nuclear Explosion,0,5.7
11/22/1987,3:36:57,46.413,153.478,Earthquake,34.6,5.5
11/30/1987,1:19:31,-19.648,175.944,Earthquake,33,5.5
12/15/1987,15:11:06,58.985,-142.774,Earthquake,10,5.5
1/13/1988,1:00:30,51.383,-174.643,Earthquake,33,5.5
1/22/1988,3:57:25,-19.798,133.91,Earthquake,5,6.3
2/3/1988,20:24:54,-9.208,66.978,Earthquake,10,5.7
2/15/1988,18:49:18,-25.216,-70.932,Earthquake,9.5,5.6
2/26/1988,9:55:35,-17.871,-172.001,Earthquake,33,5.5
3/12/1988,4:32:10,10.144,-60.569,Earthquake,51.6,5.8
3/23/1988,15:50:18,10.85,-43.556,Earthquake,10,6.2
4/7/1988,18:14:55,-55.759,-15.768,Earthquake,10,5.8
4/20/1988,4:25:37,0.96,-30.267,Earthquake,10,5.5
5/6/1988,16:34:06,-13.39,-76.226,Earthquake,50.5,5.9
5/21/1988,14:28:40,-32.833,-71.704,Earthquake,42.1,6.1
6/12/1988,18:07:14,-10.877,165.382,Earthquake,29.3,5.7
7/2/1988,10:01:29,-14.278,167.18,Earthquake,142.7,6.3
7/16/1988,16:55:01,-27.285,-176.758,Earthquake,30.1,5.7
7/27/1988,22:44:35,-13.15,166.967,Earthquake,176.8,6
8/10/1988,4:56:40,-10.041,160.714,Earthquake,33,5.9
8/17/1988,12:38:16,-26.924,-70.985,Earthquake,37.2,5.7
9/8/1988,22:27:53,-35.617,179.656,Earthquake,86.1,5.5
9/25/1988,21:28:05,36.425,70.703,Earthquake,212.2,5.9
10/10/1988,18:20:25,-28.644,-177.553,Earthquake,27.7,6.3
11/3/1988,14:47:11,13.881,-90.45,Earthquake,68.5,6.6
11/13/1988,2:37:15,-0.239,122.949,Earthquake,103.7,5.7
11/25/1988,23:46:04,48.117,-71.183,Earthquake,28.9,5.9
12/8/1988,12:02:44,-14.87,-174.498,Earthquake,33,5.5
12/23/1988,21:49:09,0.769,-29.41,Earthquake,9.9,5.7
1/15/1989,3:19:51,-31.75,-71.847,Earthquake,49.9,5.6
2/4/1989,19:24:07,5.862,-82.697,Earthquake,10,6.3
2/13/1989,8:06:56,7.957,-38.092,Earthquake,10,5.5
2/27/1989,23:39:11,2.301,128.009,Earthquake,53.7,6.4
3/17/1989,2:21:55,27.141,127.406,Earthquake,87.2,5.7
4/13/1989,3:52:16,-52.919,140.099,Earthquake,15,5.9
4/25/1989,2:13:21,30.048,99.419,Earthquake,7.7,6.1
5/3/1989,15:41:31,30.053,99.499,Earthquake,7.5,5.8
5/18/1989,22:00:40,17.852,147.009,Earthquake,56,5.6
5/26/1989,7:00:02,-52.583,160.106,Earthquake,10,5.7
6/13/1989,17:49:41,-3.67,140.139,Earthquake,71.2,5.6
6/28/1989,22:11:59,-6.223,148.814,Earthquake,50.4,5.5
7/22/1989,12:52:50,-54.412,-132.68,Earthquake,10,5.6
8/8/1989,7:59:06,-40.121,174.33,Earthquake,121.6,5.6
8/20/1989,19:25:57,11.904,41.824,Earthquake,11.7,6.1
9/5/1989,11:25:56,29.459,128.56,Earthquake,18.6,5.6
9/16/1989,23:20:53,16.497,-93.671,Earthquake,108.3,6.1
10/9/1989,18:01:08,51.78,171.869,Earthquake,26.2,5.8
10/26/1989,21:39:23,-4.651,152.828,Earthquake,74.2,5.6
11/2/1989,13:42:14,40.018,143.252,Earthquake,27.6,5.5
11/21/1989,3:10:24,-28.975,-177.529,Earthquake,56.2,5.9
12/4/1989,6:42:31,-15.471,-173.156,Earthquake,76.1,5.8
12/16/1989,10:40:20,7.777,126.806,Earthquake,34.2,5.5
12/26/1989,1:30:14,-41.714,-83.954,Earthquake,10,5.9
1/10/1990,13:10:12,52.117,-169.236,Earthquake,33,5.5
1/20/1990,16:59:01,-6.082,-81.224,Earthquake,25.5,5.5
2/11/1990,17:46:06,36.331,140.916,Earthquake,46.4,5.7
2/25/1990,22:51:09,-18.042,-69.135,Earthquake,141.4,5.7
3/12/1990,13:32:55,-3.158,128.838,Earthquake,26.2,5.5
3/25/1990,21:35:24,9.591,-84.659,Earthquake,40.8,5.7
4/6/1990,6:17:43,15.536,147.463,Earthquake,36.3,5.5
4/18/1990,18:33:00,1.315,123.018,Earthquake,19.1,6.5
4/30/1990,18:08:30,-25.14,-112.481,Earthquake,10,5.6
5/15/1990,14:25:21,36.043,70.428,Earthquake,113.1,6
5/24/1990,20:00:08,5.358,31.848,Earthquake,16,7.1
6/7/1990,23:40:25,-1.211,-24.419,Earthquake,10,5.6
6/20/1990,15:17:28,-1.12,126.816,Earthquake,24.2,5.6
7/6/1990,13:39:32,1.056,121.5,Earthquake,30.3,5.6
7/16/1990,9:29:07,16.385,120.412,Earthquake,18.2,5.6
7/27/1990,12:38:00,-15.355,167.464,Earthquake,125.7,7.2
8/12/1990,0:35:03,0.964,-28.808,Earthquake,10,5.5
8/24/1990,16:24:39,-4.455,144.508,Earthquake,214.3,5.5
9/8/1990,18:51:45,-24.449,-177.227,Earthquake,132.1,5.7
9/23/1990,17:54:03,-17.732,167.612,Earthquake,10,6.4
10/13/1990,0:20:23,15.724,147.931,Earthquake,36.8,5.9
10/31/1990,14:39:27,-26.634,-70.481,Earthquake,59.9,5.6
11/15/1990,5:18:46,3.909,97.291,Earthquake,53.5,5.6
12/2/1990,8:44:02,-26.722,-114.127,Earthquake,10,5.9
12/16/1990,15:45:41,41.361,43.715,Earthquake,33,5.5
12/24/1990,10:12:13,-5.376,151.49,Earthquake,53,5.9
1/5/1991,14:57:12,23.613,95.901,Earthquake,19.7,7
1/23/1991,1:12:30,51.965,178.838,Earthquake,108.4,6.4
2/10/1991,12:42:38,8.745,-39.854,Earthquake,10,6.2
2/24/1991,11:04:16,-15.125,-173.384,Earthquake,33,5.7
3/11/1991,21:15:56,-51.154,29.255,Earthquake,10,6.4
4/1/1991,5:25:27,-4.919,152.018,Earthquake,89.7,5.8
4/18/1991,9:18:30,37.457,68.273,Earthquake,33,5.5
4/30/1991,12:36:51,-6.386,147.213,Earthquake,59.1,5.7
5/13/1991,16:28:15,-3.463,82.824,Earthquake,21.8,6
6/9/1991,20:39:34,12.627,95.11,Earthquake,24.3,5.5
6/20/1991,6:27:24,1.173,122.882,Earthquake,20.7,5.6
7/6/1991,15:08:25,2.534,126.623,Earthquake,95.6,5.5
7/25/1991,15:25:30,17.818,-95.046,Earthquake,127.4,5.7
8/15/1991,12:16:15,-45.815,-72.299,Earthquake,10,5.7
9/1/1991,6:51:05,78.967,3.604,Earthquake,10,5.6
9/30/1991,0:21:46,-20.878,-178.591,Earthquake,566.4,7
10/18/1991,17:22:55,-24.295,-177.561,Earthquake,197.5,6.5
11/4/1991,1:50:32,30.666,50.218,Earthquake,38.5,5.6
11/21/1991,12:38:29,5.782,126.832,Earthquake,73.3,6.3
12/12/1991,6:13:01,-18.178,168.026,Earthquake,33,5.6
12/19/1991,4:44:08,48.938,-128.71,Earthquake,10,5.6
12/29/1991,18:39:09,-4.421,132.727,Earthquake,36.7,6.4
2/1/1992,19:04:05,35.106,139.644,Earthquake,100,5.8
2/17/1992,4:42:08,-21.647,170.412,Earthquake,137.2,6.2
3/5/1992,8:55:06,11.513,42.812,Earthquake,7.4,6.2
3/24/1992,22:47:07,3.613,127.008,Earthquake,53.4,6
4/5/1992,11:46:35,-11.938,166.324,Earthquake,48.5,6.1
4/20/1992,2:36:37,-22.218,170.508,Earthquake,23.9,5.7
5/3/1992,2:02:57,-15.414,-175.146,Earthquake,20.2,5.5
5/17/1992,9:49:19,7.239,126.645,Earthquake,32.8,7.1
5/23/1992,10:30:36,13.479,-89.997,Earthquake,75,6
6/2/1992,20:03:21,-16.075,92.787,Earthquake,23.7,5.9
6/15/1992,14:16:50,-60.774,154.04,Earthquake,33,5.7
6/28/1992,12:00:45,34.131,-116.408,Earthquake,-1.1,5.77
7/15/1992,6:34:17,1.331,123.19,Earthquake,44.1,5.6
7/18/1992,20:55:12,39.611,143.283,Earthquake,24.5,5.6
8/1/1992,18:19:03,-21.344,-179.189,Earthquake,633.9,5.8
8/13/1992,20:43:00,-6.103,148.875,Earthquake,44.5,6.2
8/30/1992,20:09:06,-17.918,-178.71,Earthquake,565,6.4
9/10/1992,22:09:48,-22.601,-175.098,Earthquake,38,5.6
9/25/1992,20:06:46,-54.401,-27.643,Earthquake,41.6,5.6
10/6/1992,10:28:23,-5.425,151.175,Earthquake,49.5,6.2
10/20/1992,4:40:02,55.52,166.303,Earthquake,27,6
10/29/1992,7:24:28,-6.72,154.684,Earthquake,74,5.5
11/11/1992,0:31:26,-7.325,156.216,Earthquake,25.6,5.5
11/25/1992,10:03:32,2.497,128.548,Earthquake,29.8,5.5
12/11/1992,2:22:52,-17.523,167.961,Earthquake,33.1,5.7
12/23/1992,3:00:45,-6.541,130.417,Earthquake,101.7,5.8
1/7/1993,7:42:26,0.136,-16.972,Earthquake,10,5.7
1/19/1993,23:06:10,1.221,126.072,Earthquake,26.5,5.9
2/7/1993,13:27:42,37.634,137.245,Earthquake,10.6,6.6
3/2/1993,6:12:06,-6.274,147.258,Earthquake,64.3,5.6
3/15/1993,16:08:58,-26.708,-70.918,Earthquake,28.9,6.7
4/1/1993,6:11:16,-19.923,-177.538,Earthquake,406,5.7
4/19/1993,21:01:49,4.015,128.204,Earthquake,23.6,6.8
5/11/1993,18:26:51,7.219,126.57,Earthquake,58.7,7
5/19/1993,12:03:28,-8.347,121.992,Earthquake,39.7,5.6
6/1/1993,15:53:47,-45.711,-77.211,Earthquake,33,5.9
6/13/1993,0:39:10,-6.38,155.476,Earthquake,194,5.6
7/5/1993,0:52:41,-24.886,-112.393,Earthquake,10,5.9
7/17/1993,1:35:40,-30,-71.591,Earthquake,51.9,5.7
8/4/1993,11:31:18,-1.629,99.615,Earthquake,31.6,6.5
8/15/1993,3:32:40,-36.014,179.892,Earthquake,26.4,5.6
9/3/1993,3:16:07,14.428,-92.732,Earthquake,62.9,5.5
9/13/1993,12:37:52,-29.492,-177.136,Earthquake,19.7,6.3
9/21/1993,3:28:56,42.3161667,-122.0266667,Earthquake,8.56,5.9
10/2/1993,17:23:33,38.171,88.69,Earthquake,14.3,5.6
10/19/1993,9:47:12,-5.163,151.901,Earthquake,44.3,5.5
11/7/1993,6:11:45,-21.983,-177.506,Earthquake,117.9,5.5
11/25/1993,8:31:15,-22.035,170.094,Earthquake,32.4,6
12/10/1993,8:59:36,20.912,121.282,Earthquake,12,6.1
1/3/1994,1:26:11,49.721,-126.768,Earthquake,19.4,5.7
1/17/1994,23:33:31,34.326,-118.698,Earthquake,9.083,5.58
2/5/1994,23:49:14,51.808,-170.145,Earthquake,33,5.7
2/16/1994,6:48:58,-18.991,168.134,Earthquake,13.3,6.4
2/25/1994,0:40:29,-17.42,-174.271,Earthquake,120.5,5.7
3/17/1994,11:28:03,24.054,122.367,Earthquake,38,5.6
4/10/1994,23:45:56,23.71,126.852,Earthquake,10.2,6.1
4/23/1994,15:09:09,-14.196,167.609,Earthquake,33,5.5
5/7/1994,12:44:14,-15.3,-173.356,Earthquake,57.9,5.5
5/22/1994,2:57:15,-24.232,-66.852,Earthquake,192.2,5.5
5/30/1994,18:35:47,-10.289,-108.354,Earthquake,10,5.6
6/8/1994,20:53:26,16.791,-85.89,Earthquake,10,5.5
6/19/1994,13:43:51,-43.273,171.611,Earthquake,10,6
7/6/1994,9:13:10,5.983,125.929,Earthquake,151,5.9
7/23/1994,12:58:01,-15.788,-173.03,Earthquake,41.4,5.9
8/8/1994,7:55:39,-13.817,-68.369,Earthquake,597.9,5.6
8/19/1994,10:02:52,-26.642,-63.421,Earthquake,563.6,6.5
9/1/1994,15:38:55,-10.944,166.246,Earthquake,151.9,5.9
9/13/1994,4:28:01,29.287,129.91,Earthquake,34.3,6.1
10/1/1994,17:46:38,-17.768,167.83,Earthquake,33,6.2
10/5/1994,20:39:48,43.954,147.336,Earthquake,40,6.1
10/16/1994,5:10:01,45.749,149.167,Earthquake,116.6,6.7
11/3/1994,3:07:22,-10.931,166.247,Earthquake,155.8,5.8
11/21/1994,8:16:34,25.54,96.657,Earthquake,14,5.9
12/14/1994,22:20:02,-8.485,-80.185,Earthquake,33,5.6
12/28/1994,22:23:56,-32.961,179.862,Earthquake,54.4,5.7
1/11/1995,7:48:23,41.934,142.484,Earthquake,57.2,5.6
1/21/1995,7:30:23,2.563,126.882,Earthquake,42.2,6.2
2/4/1995,17:25:02,-13.908,66.082,Earthquake,10,5.5
2/13/1995,12:29:53,-1.31,127.429,Earthquake,17.2,6.3
2/25/1995,6:09:31,-26.662,-112.629,Earthquake,10,5.6
3/20/1995,8:14:52,-8.012,116.494,Earthquake,231.8,5.8
4/3/1995,12:50:43,0.698,-26.129,Earthquake,10,5.9
4/16/1995,13:23:48,-9.796,159.578,Earthquake,20.9,5.6
4/23/1995,6:38:11,5.954,123.818,Earthquake,530.5,6.1
5/5/1995,16:08:12,-15.824,-172.798,Earthquake,33,5.6
5/17/1995,3:58:14,-22.888,170.167,Earthquake,31.2,5.5
5/24/1995,20:21:25,12.263,125.701,Earthquake,31.5,5.9
6/9/1995,4:32:26,-3.676,131.235,Earthquake,33,5.6
6/25/1995,6:59:06,24.6,121.7,Earthquake,52.4,6
7/7/1995,10:40:04,-53.449,9.114,Earthquake,10,5.7
7/19/1995,13:28:26,-4.625,153.237,Earthquake,30.8,5.8
7/30/1995,21:05:48,-23.347,-70.609,Earthquake,13.9,6.2
8/16/1995,1:22:38,-23.631,179.054,Earthquake,540.1,5.7
8/17/1995,18:09:58,-6.079,154.394,Earthquake,22.3,5.8
8/28/1995,10:46:12,26.092,-110.284,Earthquake,12.2,6.6
9/17/1995,17:09:21,-17.093,66.707,Earthquake,8.3,6
9/29/1995,4:09:24,-20.884,-174.147,Earthquake,33,5.5
10/7/1995,21:28:03,-2.775,-77.823,Earthquake,12.3,5.8
10/19/1995,2:41:36,28.094,130.148,Earthquake,19.7,6.8
11/1/1995,0:35:33,-28.906,-71.417,Earthquake,19.9,6.7
11/20/1995,0:52:44,-24.742,-175.946,Earthquake,33,5.6
12/2/1995,17:13:19,44.505,149.237,Earthquake,18.1,6.6
12/5/1995,14:54:45,1.599,127.331,Earthquake,99.1,5.8
12/17/1995,23:48:31,52.665,-32.113,Earthquake,10,5.5
1/1/1996,8:05:11,0.729,119.931,Earthquake,24,7.9
1/18/1996,20:02:05,-58.277,157.885,Earthquake,10,5.5
2/6/1996,17:58:58,0.986,120.115,Earthquake,33,5.7
2/17/1996,13:25:38,-6.191,154.755,Earthquake,57.4,5.5
2/25/1996,9:17:57,16.122,-97.93,Earthquake,12.3,6.2
3/7/1996,9:32:47,-2.099,124.622,Earthquake,33,5.5
3/22/1996,17:31:06,-35.241,-179.212,Earthquake,33,5.8
3/31/1996,23:41:43,-11.178,165.644,Earthquake,33,6
4/19/1996,0:19:31,-23.944,-70.093,Earthquake,49.5,6.6
5/2/1996,13:34:29,-4.548,154.833,Earthquake,500,6.6
5/26/1996,1:43:45,-22.191,171.475,Earthquake,108.2,6.2
6/10/1996,1:04:47,-13.481,167.13,Earthquake,200.1,6.7
6/19/1996,13:03:03,43.366,147.783,Earthquake,33,5.6
7/6/1996,5:03:34,2.973,128.354,Earthquake,33,5.6
7/25/1996,12:49:37,-50.149,-113.538,Earthquake,10,6.1
8/10/1996,6:23:09,24.041,122.598,Earthquake,45.7,5.7
8/20/1996,17:19:57,5.369,-82.637,Earthquake,10,5.9
9/3/1996,0:11:32,-7.172,155.669,Earthquake,33,5.5
9/9/1996,3:21:47,-35.402,-104.642,Earthquake,10,5.8
9/20/1996,4:11:05,9.454,126.334,Earthquake,33,6.6
10/1/1996,19:09:03,26.475,-110.862,Earthquake,10,5.5
10/14/1996,0:07:58,-7.228,155.488,Earthquake,33,5.9
10/24/1996,19:31:54,66.986,-173.229,Earthquake,19.9,6.1
11/7/1996,3:10:58,-16.082,-177.724,Earthquake,33,5.5
11/14/1996,13:47:38,-21.237,-176.621,Earthquake,191.6,6.2
11/30/1996,22:14:31,-18.41,-177.774,Earthquake,600,5.5
12/14/1996,21:15:36,12.727,-88.789,Earthquake,33,5.7
1/1/1997,22:32:32,-0.127,123.823,Earthquake,115.4,5.8
1/23/1997,2:15:23,-21.999,-65.719,Earthquake,276.2,7.1
2/24/1997,16:58:30,-11.569,165.753,Earthquake,33,5.5
3/11/1997,19:21:23,8.134,126.345,Earthquake,88.4,5.7
3/26/1997,8:31:47,31.92,130.429,Earthquake,10,6.1
4/8/1997,15:23:45,18.629,-106.41,Earthquake,33,5.6
4/21/1997,12:11:28,-13.5,166.541,Earthquake,33,6.2
4/28/1997,12:07:38,-42.504,42.686,Earthquake,10,6.8
5/13/1997,5:38:30,31.824,130.281,Earthquake,33,6.1
5/27/1997,6:10:32,-54.925,-136.17,Earthquake,10,6.1
6/17/1997,22:14:17,-27.744,-64.753,Earthquake,28.2,5.6
7/8/1997,2:24:07,23.799,142.696,Earthquake,33,5.8
7/27/1997,10:07:53,35.582,21.064,Earthquake,33,5.8
8/18/1997,14:37:49,-16.678,-173.177,Earthquake,33,5.5
9/4/1997,20:52:58,-3.482,151.39,Earthquake,365.6,5.7
9/25/1997,14:20:49,-13.761,66.248,Earthquake,10,6
10/6/1997,12:30:06,9.79,125.779,Earthquake,105.6,6.5
10/17/1997,15:02:00,-20.888,-178.839,Earthquake,578.9,6
11/3/1997,19:17:59,-6.736,129.021,Earthquake,215.6,6.1
11/15/1997,10:56:43,-16.169,-176.064,Earthquake,362.7,5.6
11/29/1997,14:18:56,11.224,-86.369,Earthquake,33,5.7
12/7/1997,23:05:51,53.693,161.909,Earthquake,33,5.6
12/18/1997,5:46:57,-1.954,99.618,Earthquake,33,5.7
1/4/1998,6:11:59,-22.301,170.911,Earthquake,100.6,7.5
1/19/1998,12:30:06,-0.653,-20.109,Earthquake,10,5.7
1/31/1998,23:30:42,-35.763,-97.058,Earthquake,10,6
2/20/1998,12:18:06,36.479,71.086,Earthquake,235.6,6.4
3/19/1998,13:51:34,39.977,76.731,Earthquake,33,5.6
4/1/1998,21:37:50,35.377,-35.787,Earthquake,10,5.8
4/20/1998,10:54:10,-17.858,-173.191,Earthquake,33,5.6
5/13/1998,13:05:06,-5.776,153.804,Earthquake,62.5,5.5
5/27/1998,20:41:38,52.239,159.526,Earthquake,60.1,6
6/17/1998,18:49:03,-6.031,130.163,Earthquake,147.5,5.6
7/12/1998,0:14:05,-18.275,168.22,Earthquake,33,5.5
7/31/1998,12:41:00,-21.614,169.82,Earthquake,33,6.1
8/20/1998,6:40:56,28.932,139.329,Earthquake,440.5,7.1
9/3/1998,17:37:58,-29.45,-71.715,Earthquake,27,6.6
9/20/1998,7:14:33,-35.586,179.958,Earthquake,75.5,5.6
10/4/1998,13:41:10,-8.464,-76.38,Earthquake,33,5.5
10/27/1998,21:16:21,2.921,128.623,Earthquake,60.7,5.9
11/15/1998,4:51:42,-4.075,-104.181,Earthquake,10,5.5
12/2/1998,7:11:04,-33.457,-109.346,Earthquake,10,5.7
12/26/1998,15:39:08,-1.364,123.644,Earthquake,33,6.1
1/24/1999,7:01:58,-21.132,-174.659,Earthquake,33,6.1
2/3/1999,6:35:57,-6.19,104.222,Earthquake,33,5.8
2/22/1999,1:00:33,-21.452,169.682,Earthquake,33,6.4
3/5/1999,13:01:11,5.255,122.168,Earthquake,33,5.9
3/27/1999,8:03:45,-9.682,112.79,Earthquake,33,5.6
4/8/1999,11:30:16,-0.155,122.909,Earthquake,91.8,5.5
5/2/1999,16:13:51,56.794,-34.268,Earthquake,10,5.6
5/16/1999,0:51:20,-4.751,152.486,Earthquake,73.7,7.1
6/6/1999,7:08:06,13.897,-90.768,Earthquake,33,6.3
6/26/1999,21:54:11,30.098,69.444,Earthquake,33,5.6
7/13/1999,13:02:31,13.749,-90.42,Earthquake,70,5.6
8/1/1999,16:06:21,37.53,-116.968,Earthquake,6.037,5.94
8/17/1999,0:01:39,40.748,29.864,Earthquake,17,7.6
9/8/1999,0:29:01,7.138,123.678,Earthquake,117.9,5.5
9/20/1999,17:47:32,23.602,120.966,Earthquake,25,6.3
10/7/1999,4:50:17,52.243,-177.72,Earthquake,148.9,5.5
10/25/1999,0:01:20,-19.442,-173.88,Earthquake,33,5.9
11/15/1999,1:34:36,38.304,142.309,Earthquake,50.6,5.7
11/26/1999,19:36:09,-16.426,168.05,Earthquake,33,5.5
12/5/1999,16:21:51,57.812,-32.728,Earthquake,10,5.5
12/16/1999,14:17:55,-50.149,138.989,Earthquake,10,6
12/28/1999,16:51:25,1.674,128.288,Earthquake,65.5,5.7
1/6/2000,10:42:25,58.04,-136.87,Earthquake,1,6.1
1/17/2000,21:18:05,-14.512,-177.596,Earthquake,33,5.8
1/28/2000,22:42:26,-1.347,89.083,Earthquake,10,5.5
2/22/2000,2:37:55,21.611,143.631,Earthquake,33,5.5
3/7/2000,5:48:19,-49.162,164.669,Earthquake,10,5.5
3/28/2000,11:00:23,22.338,143.73,Earthquake,126.5,7.6
4/18/2000,6:23:16,4.022,128.455,Earthquake,33,5.7
5/4/2000,23:24:38,17.513,147.629,Earthquake,33,5.5
5/22/2000,13:15:09,-4.096,-81.096,Earthquake,33,5.8
6/7/2000,16:45:37,4.943,126.82,Earthquake,86.1,5.5
6/14/2000,3:19:18,-24.032,-66.747,Earthquake,196.5,5.9
6/29/2000,4:02:37,34.056,139.561,Earthquake,10,5.5
7/15/2000,3:58:10,-54.104,7.939,Earthquake,10,5.7
7/26/2000,5:37:42,0.778,-26.038,Earthquake,10,5.5
8/5/2000,8:30:10,-6.377,130.209,Earthquake,140.5,5.5
8/19/2000,17:26:28,43.816,147.167,Earthquake,62.4,5.7
9/2/2000,10:19:13,-17.917,-178.325,Earthquake,587.5,5.7
9/16/2000,11:03:20,0.253,122.073,Earthquake,211.2,5.5
10/4/2000,3:59:12,-55.432,-128.081,Earthquake,10,5.8
10/21/2000,5:25:15,-17.286,-175.176,Earthquake,291.8,6.3
10/29/2000,8:37:09,-4.766,153.945,Earthquake,50,7
11/7/2000,16:31:38,-55.136,-29.617,Earthquake,33,5.5
11/16/2000,5:16:33,-14.631,166.702,Earthquake,33,5.7
11/17/2000,4:22:56,-6.268,153.366,Earthquake,33,5.7
11/21/2000,21:21:05,-5.43,152.688,Earthquake,33,6.1
12/6/2000,17:11:06,39.566,54.799,Earthquake,30,7
12/19/2000,8:50:19,-17.571,167.721,Earthquake,33,5.7
12/27/2000,7:26:32,-4.228,152.73,Earthquake,33,5.8
1/11/2001,19:59:40,-18.785,-176.734,Earthquake,10,5.9
1/19/2001,8:10:15,-11.662,166.38,Earthquake,50,6.3
2/2/2001,8:10:41,12.819,-88.969,Earthquake,54.4,5.7
2/19/2001,14:31:55,-45.097,-79.284,Earthquake,10,5.8
2/28/2001,13:21:29,-22.09,169.992,Earthquake,10,5.6
3/17/2001,7:24:25,46.691,151.298,Earthquake,103.1,5.5
4/8/2001,11:57:25,-4.381,102.199,Earthquake,64.9,5.5
4/25/2001,4:54:27,-7.51,155.923,Earthquake,10,5.5
5/16/2001,0:26:22,-4.236,143.422,Earthquake,133,5.5
6/5/2001,9:20:12,-6.731,146.557,Earthquake,10,5.5
6/23/2001,14:34:19,1.443,125.691,Earthquake,70.3,5.7
6/27/2001,0:21:07,-17.887,-71.529,Earthquake,33,5.5
7/12/2001,6:12:17,-7.429,-13.378,Earthquake,10,5.7
8/2/2001,23:41:06,56.26,163.79,Earthquake,14,6.3
8/16/2001,18:50:19,-36.71,78.667,Earthquake,10,5.5
9/11/2001,9:13:26,14.995,-91.571,Earthquake,161.1,5.6
9/25/2001,11:21:48,46.591,150.785,Earthquake,126,5.5
10/12/2001,5:02:34,52.63,-132.2,Earthquake,20,6.1
10/28/2001,17:58:28,51.434,-174.94,Earthquake,33,5.6
11/18/2001,21:59:53,35.726,93.691,Earthquake,10,5.6
12/7/2001,19:11:32,-5.645,130.742,Earthquake,111.3,5.6
12/27/2001,10:54:52,-14.647,167.262,Earthquake,153.2,6.2
1/6/2002,18:49:23,12.538,-87.672,Earthquake,59.1,5.6
1/21/2002,16:49:42,-21.542,170.122,Earthquake,33,5.5
2/9/2002,16:56:08,46.083,142.719,Earthquake,348.9,5.5
3/1/2002,6:57:49,52.697,-166.695,Earthquake,33,5.5
3/16/2002,20:50:02,-6.196,151.405,Earthquake,33,5.6
3/28/2002,5:50:38,22.603,-45.164,Earthquake,10,5.5
4/20/2002,15:59:58,-16.382,173.259,Earthquake,33,6
5/8/2002,19:45:19,53.813,160.774,Earthquake,39,5.9
5/25/2002,5:36:32,53.815,-161.116,Earthquake,33,6.4
6/14/2002,2:11:37,7.593,124.022,Earthquake,33,5.6
6/27/2002,7:16:10,-13.275,167.051,Earthquake,186.7,6
7/25/2002,12:31:01,43.661,147.548,Earthquake,33,5.7
8/10/2002,15:56:02,13.654,39.813,Earthquake,10,5.7
8/24/2002,20:21:30,-3.284,135.795,Earthquake,33,5.8
9/9/2002,4:03:28,-2.945,143.023,Earthquake,10,5.6
9/24/2002,3:57:22,-31.519,-69.2,Earthquake,119.6,6.3
10/7/2002,20:03:55,58.311,-31.946,Earthquake,10,5.7
10/18/2002,11:16:48,-57.185,-142.751,Earthquake,10,6.1
11/2/2002,4:47:42,12.701,92.856,Earthquake,33,5.8
11/15/2002,19:58:32,-56.051,-36.404,Earthquake,10,6.6
